temperature,humidity,rainfall,soil_moisture,solar_rad,crop_stage,water_mm_per_week
34.41,54.29,71.27,29.99,16.39,0,10.0
24.21,86.36,35.92,18.46,11.49,0,10.0
29.72,88.5,36.74,13.45,20.53,1,13.57
35.84,68.56,6.16,17.53,19.9,2,22.56
31.72,47.15,53.66,12.15,12.19,0,10.0
29.59,58.73,65.7,41.08,23.36,0,10.0
25.84,79.89,19.57,20.89,9.77,2,10.0
25.99,58.37,33.7,14.81,24.71,0,12.7
32.05,44.35,67.11,22.94,22.62,1,10.0
37.89,67.84,70.17,17.82,19.69,1,15.79
31.91,82.26,19.45,34.78,23.96,0,14.63
30.04,79.8,44.05,43.85,20.28,2,10.0
33.15,48.76,15.4,22.52,11.24,0,10.0
28.37,73.64,8.15,39.44,15.52,1,10.0
21.08,51.03,72.89,27.63,9.22,0,10.0
30.12,50.91,65.64,11.29,14.62,0,10.0
37.24,83.7,60.8,32.62,20.61,0,10.0
23.16,52.48,3.9,25.54,14.57,0,10.0
32.42,53.16,67.5,31.02,13.62,0,10.0
23.62,40.03,35.04,40.59,18.12,1,10.0
29.64,83.53,27.39,22.62,22.83,1,25.58
21.74,79.63,43.72,41.05,8.81,1,10.0
28.11,71.37,7.31,35.03,14.55,1,19.55
33.61,77.51,60.53,24.54,10.69,2,10.0
26.26,47.6,46.59,29.13,19.82,2,10.0
31.97,62.92,14.93,18.02,9.8,1,19.92
34.32,57.56,15.06,44.34,19.3,2,16.47
36.69,44.69,14.74,31.69,12.87,1,14.09
24.22,64.31,4.56,6.75,11.38,1,18.07
27.19,86.04,47.02,18.06,23.92,1,10.0
22.74,42.0,67.23,29.93,8.31,1,10.0
37.86,54.57,1.4,7.25,15.44,1,32.05
36.69,50.38,3.92,5.96,8.37,1,24.29
29.72,51.91,45.82,23.0,16.22,2,10.0
35.16,85.42,65.56,18.31,16.52,2,10.5
29.38,63.4,26.14,22.53,13.47,1,10.0
31.22,63.31,27.97,15.51,10.25,1,13.49
21.6,78.03,47.71,11.59,14.4,0,10.0
33.59,47.72,21.94,32.57,19.43,0,11.01
22.3,64.36,2.13,25.58,21.3,1,21.85
34.87,61.5,58.82,13.01,17.02,1,10.0
34.08,69.85,50.05,17.78,18.03,0,10.0
32.76,89.98,46.46,28.67,11.41,2,10.0
20.65,78.47,59.33,7.89,12.88,1,10.0
25.46,59.89,54.02,10.9,10.75,1,10.0
24.74,81.38,16.47,7.93,12.24,0,15.59
26.48,48.54,28.2,37.49,11.82,0,10.0
21.58,41.52,10.09,35.1,16.83,2,14.58
36.87,50.22,10.39,35.13,17.57,1,14.34
29.97,57.02,54.1,33.65,24.06,2,10.34
25.5,65.53,68.69,31.78,11.32,2,10.0
27.15,70.76,77.02,24.08,18.91,1,10.0
28.05,85.53,50.27,30.69,21.89,0,10.0
30.81,65.49,14.73,6.53,17.52,2,28.24
29.28,65.06,8.45,29.86,12.34,2,12.76
36.55,42.51,65.03,36.12,12.46,1,10.0
28.95,41.75,46.3,25.01,8.67,1,10.0
37.86,67.56,49.46,19.3,13.19,1,10.61
35.33,61.91,62.52,16.1,20.66,1,10.53
23.75,81.96,56.26,30.71,8.81,1,10.0
36.75,48.03,66.76,32.71,11.73,2,10.0
22.09,41.25,4.5,39.84,20.01,1,13.47
34.71,62.45,59.8,18.69,21.31,0,10.0
26.85,51.87,68.07,35.79,15.74,1,10.0
35.8,42.48,22.89,27.45,19.87,0,14.73
35.63,76.23,51.24,40.31,14.6,0,10.0
34.51,45.58,25.13,26.11,10.72,2,17.15
34.22,70.42,76.64,25.71,14.77,0,10.0
25.48,54.05,2.67,28.12,17.86,0,10.0
21.46,48.67,46.38,34.97,24.12,1,10.0
27.25,58.99,13.32,43.59,9.17,1,10.0
23.12,80.07,56.98,7.94,16.63,1,10.0
32.51,59.6,14.07,7.14,13.59,0,19.72
26.23,77.54,18.83,42.5,16.64,0,10.0
37.56,46.27,39.55,26.2,8.41,0,10.0
31.54,78.64,73.19,29.6,13.32,1,10.0
34.8,51.85,16.94,24.3,21.94,0,10.6
22.39,73.87,11.54,8.75,17.42,2,18.32
35.52,68.29,60.72,35.72,15.66,1,10.0
36.61,86.46,40.05,34.89,12.85,0,10.0
28.77,59.37,72.94,17.47,13.07,1,10.0
30.91,43.31,11.73,17.25,14.51,1,12.27
33.77,40.96,51.67,38.51,22.2,1,13.07
23.15,81.34,18.63,7.89,24.44,0,13.37
29.05,66.24,12.54,40.24,15.46,1,15.23
27.18,78.76,54.67,15.27,14.69,1,10.15
22.63,51.72,47.49,28.72,22.39,2,13.83
26.62,57.25,60.39,42.44,15.26,0,10.0
21.23,41.51,24.76,32.12,17.38,1,10.0
20.46,88.07,35.84,21.58,11.93,1,10.0
22.43,73.39,32.44,32.58,20.64,2,15.04
37.34,86.66,78.73,18.76,17.04,2,10.0
29.89,53.27,23.38,16.09,21.75,0,14.27
37.38,70.57,23.59,44.87,21.27,0,10.0
27.78,73.92,28.36,35.03,11.66,1,10.0
25.61,55.88,45.17,30.79,20.17,0,10.0
29.11,82.41,20.19,19.21,21.6,1,25.52
27.91,87.36,73.22,6.97,13.88,0,10.0
21.9,84.24,21.25,6.24,10.93,1,11.05
31.53,76.95,71.67,27.17,8.04,2,10.0
23.89,53.87,8.28,35.48,15.67,2,21.6
31.15,54.08,52.53,26.5,13.99,1,10.0
31.7,88.17,72.56,38.63,17.43,1,10.0
22.74,40.51,13.5,6.34,11.2,2,10.0
21.1,75.8,77.47,19.67,22.61,0,10.0
34.05,75.31,36.23,14.48,12.38,1,22.98
28.28,71.13,75.66,22.89,11.85,1,10.0
21.05,89.51,54.15,7.9,16.17,0,10.0
37.91,55.59,24.13,43.17,16.48,1,14.14
21.04,57.0,15.06,13.93,11.66,0,10.0
32.51,43.95,24.3,41.89,12.62,1,10.0
37.71,62.14,7.44,22.04,10.88,0,18.56
24.31,53.05,11.51,44.42,20.21,1,10.46
22.56,57.17,8.37,27.16,21.09,0,10.0
22.18,81.73,33.84,42.23,15.86,2,10.0
25.46,86.77,63.65,5.21,20.14,1,12.67
21.82,49.29,11.31,34.93,20.51,1,14.17
32.46,58.63,10.43,41.12,10.35,1,10.0
21.12,86.43,51.47,10.59,24.43,1,16.99
29.17,43.09,15.77,8.85,21.96,0,19.52
37.94,44.62,7.81,21.98,11.48,1,19.29
34.65,48.14,13.35,42.35,11.16,0,10.0
31.07,69.76,73.9,26.7,10.14,0,10.0
25.51,47.52,65.72,26.1,10.35,1,10.0
31.23,88.4,28.33,10.65,20.72,0,14.89
29.49,62.34,52.47,5.03,15.98,1,10.0
27.67,65.08,42.98,37.41,21.31,1,10.0
22.35,52.33,54.17,8.5,20.69,1,14.77
35.96,63.55,54.61,30.35,18.28,1,10.0
28.1,73.1,50.3,41.58,19.67,1,10.0
23.5,77.56,21.29,13.35,8.31,1,10.0
26.62,77.69,3.12,31.61,13.3,1,10.86
27.45,68.89,36.45,8.15,18.84,0,10.89
34.9,85.22,71.28,29.15,8.16,1,10.0
33.21,80.87,45.56,11.56,8.56,1,10.0
33.85,77.85,66.59,34.44,22.48,1,10.0
20.2,42.78,79.33,17.05,19.63,2,10.0
27.49,40.34,13.09,23.54,12.51,2,10.0
28.66,50.62,55.34,28.98,19.7,0,10.0
20.35,73.18,53.94,11.85,21.47,0,10.0
24.68,60.56,78.4,34.67,13.22,0,10.0
33.69,60.12,78.85,17.11,8.61,0,10.0
22.47,84.23,54.93,31.49,23.86,0,10.0
29.64,84.78,19.49,11.33,13.87,1,13.59
23.87,85.46,63.88,32.52,9.81,2,10.0
20.22,55.69,8.56,10.13,16.36,1,24.78
24.34,74.55,62.46,22.01,21.06,0,10.0
37.57,53.58,72.82,14.89,11.77,1,10.0
34.43,49.53,30.63,34.94,12.58,1,10.0
37.27,49.23,50.45,15.48,12.13,2,14.73
28.78,57.11,34.41,40.27,24.86,2,23.03
21.98,61.5,35.02,40.67,11.36,2,10.0
29.86,81.55,24.83,12.86,17.78,1,17.79
28.18,45.99,60.97,29.55,23.73,1,10.0
35.2,76.75,74.89,8.51,10.5,0,10.0
21.77,66.57,75.26,20.66,24.5,1,10.0
28.79,54.4,13.98,33.53,24.11,0,18.99
22.7,64.64,69.98,31.38,23.04,1,10.0
25.84,55.0,58.99,29.99,11.65,1,10.0
33.27,69.8,20.23,16.3,18.78,0,19.68
28.57,61.69,5.38,20.12,20.94,0,16.98
26.77,48.22,21.44,9.12,24.76,0,15.92
27.1,45.83,72.98,33.76,11.07,0,10.0
28.27,67.33,50.65,25.16,21.02,0,10.0
34.13,85.12,57.68,33.35,13.76,0,10.0
36.06,57.2,20.57,14.96,10.99,0,16.61
37.2,76.65,57.55,17.98,15.16,0,10.0
34.16,72.93,2.25,18.37,21.5,2,46.5
25.68,86.58,30.03,6.03,15.9,1,23.09
32.39,81.05,50.14,18.64,17.14,0,10.0
27.88,68.33,11.69,37.13,24.92,1,17.61
24.58,72.85,65.84,40.89,14.78,2,10.0
35.14,84.92,18.8,25.73,18.46,1,15.23
20.69,59.98,52.18,23.22,14.21,0,10.0
36.23,56.34,32.42,6.23,14.68,1,18.47
28.31,40.54,47.68,40.17,19.83,1,10.0
31.47,81.33,8.6,5.52,23.94,1,33.06
31.87,80.05,1.35,42.79,17.22,1,10.0
36.11,45.22,72.77,24.57,21.06,2,10.2
31.46,68.84,21.57,18.68,9.52,2,14.56
31.05,63.2,65.57,41.97,11.59,1,10.0
21.2,45.94,79.95,5.98,16.54,1,10.0
29.33,89.03,16.91,28.26,8.34,1,11.68
22.7,50.73,21.21,26.96,12.3,2,10.0
33.27,43.36,53.03,13.77,16.8,0,10.0
29.22,69.74,77.24,22.16,8.25,2,10.0
32.24,76.94,73.27,31.09,12.5,0,10.0
20.75,41.62,40.23,34.09,16.74,1,10.0
21.53,72.94,63.61,5.03,17.74,2,10.0
32.89,66.61,10.86,42.47,23.74,0,18.54
21.3,45.16,78.2,11.58,18.97,1,10.0
21.28,48.63,77.15,14.34,15.05,0,10.0
20.22,68.4,13.1,15.54,23.82,1,20.34
37.22,54.82,23.95,6.51,21.34,0,18.67
33.28,86.92,8.01,9.92,11.4,1,24.08
26.36,80.94,21.74,44.45,10.22,1,10.0
25.34,89.18,65.28,17.61,19.49,2,10.3
26.29,52.98,30.27,9.61,17.52,2,10.0
33.94,88.49,7.07,9.28,21.42,0,25.54
31.9,61.56,27.38,33.78,20.56,1,10.22
23.33,57.38,78.51,39.18,18.63,0,10.0
23.13,42.52,50.37,15.28,24.77,0,10.0
21.77,42.64,33.29,5.84,17.07,0,10.0
31.89,74.6,13.32,13.92,9.92,2,18.52
33.76,62.9,78.89,7.26,22.08,2,10.0
24.77,51.33,65.67,9.14,12.28,0,10.0
20.38,70.7,22.52,22.26,21.21,0,16.25
21.48,52.64,5.61,14.2,24.27,0,21.91
37.42,68.88,4.53,25.64,19.85,1,28.91
25.32,57.96,9.63,15.14,18.13,1,25.27
33.85,81.18,46.46,42.62,15.83,0,10.0
31.24,81.03,74.3,41.24,14.19,1,10.0
26.87,63.87,39.74,27.67,14.0,1,10.0
23.7,57.54,67.44,19.18,18.82,2,10.0
22.18,58.13,35.67,20.25,20.77,1,14.51
31.07,80.29,56.69,21.47,19.53,1,10.87
33.94,56.41,58.55,34.1,11.37,1,10.0
31.59,50.45,13.92,23.07,16.4,2,30.51
29.55,44.23,28.9,39.27,21.46,0,10.0
20.76,63.33,50.98,42.76,16.09,1,10.0
37.43,64.11,5.66,18.44,17.12,2,24.62
34.38,82.05,28.92,27.43,21.11,0,22.33
25.27,51.06,42.78,8.8,19.24,0,10.0
37.64,59.05,79.7,13.02,14.96,1,10.0
30.83,80.42,37.96,21.54,23.22,2,18.94
30.48,81.18,65.28,13.25,10.76,1,10.0
33.47,59.23,34.57,40.06,24.92,2,13.84
34.61,62.96,63.71,11.33,10.02,1,10.0
31.82,55.16,47.63,23.23,8.25,0,10.0
22.31,86.63,70.93,29.23,23.13,1,10.0
26.09,45.93,32.88,32.67,12.16,1,10.8
36.71,86.69,48.34,20.32,20.4,0,12.87
24.04,74.19,50.4,39.76,21.79,0,10.0
26.7,66.58,33.39,27.73,22.6,0,13.74
27.78,41.63,11.54,22.58,24.86,1,32.49
27.91,63.78,7.48,7.69,13.0,2,14.82
31.03,60.39,1.33,23.59,20.07,1,17.39
36.98,48.06,69.88,37.83,9.96,2,10.0
24.33,72.82,18.92,29.58,14.92,0,10.0
22.19,88.56,16.92,38.29,22.42,2,12.94
23.55,68.11,58.88,24.76,14.25,2,10.0
35.96,75.74,25.6,9.74,18.05,1,23.7
31.62,43.42,40.48,5.55,16.56,2,20.46
25.15,60.88,13.0,17.13,18.98,0,11.19
34.69,45.82,76.78,32.92,24.54,2,10.0
35.5,70.64,68.13,36.61,8.95,2,10.0
35.24,86.92,69.1,16.83,17.76,1,10.0
36.54,73.09,32.54,24.83,22.67,1,17.54
24.54,43.84,60.99,21.84,16.18,0,10.0
33.59,57.73,11.51,21.42,9.33,1,10.96
28.29,67.53,0.69,14.25,17.53,1,18.2
35.16,60.16,1.6,10.45,13.65,1,24.67
33.11,81.68,46.93,12.87,10.63,1,10.0
33.98,80.73,36.43,7.21,22.43,2,23.69
31.81,70.59,41.44,12.93,16.87,0,10.0
23.19,58.67,0.6,5.37,23.87,2,33.74
29.81,52.77,33.81,30.09,21.7,2,12.09
37.72,45.29,57.45,17.66,19.78,1,16.82
36.87,57.74,35.42,43.93,8.09,0,10.0
20.78,60.66,58.58,12.75,15.27,0,10.0
22.97,73.79,18.64,18.83,11.36,0,10.0
22.37,72.91,65.05,19.31,23.48,1,10.0
33.07,43.51,47.07,5.34,10.97,1,13.77
34.72,59.76,16.86,38.57,12.86,2,13.08
23.84,49.09,18.94,6.28,16.79,1,26.64
29.11,47.84,50.24,42.61,12.48,1,10.0
35.13,81.37,66.4,40.68,11.57,1,10.0
33.19,42.1,33.25,26.42,18.18,2,17.27
29.76,60.96,20.66,26.74,9.51,2,13.17
30.63,48.41,69.36,31.15,8.99,2,10.0
29.15,83.97,53.54,20.48,14.33,1,10.0
25.36,67.85,35.85,30.89,20.25,1,10.0
30.17,51.57,39.03,6.79,17.43,2,21.93
32.4,65.12,16.34,7.16,15.19,1,24.64
35.72,76.57,50.14,23.29,17.62,0,10.43
31.45,87.91,28.7,26.98,14.21,0,10.0
33.7,51.02,79.65,40.51,23.91,0,10.0
22.88,84.31,38.41,9.19,8.93,1,10.0
28.31,86.72,38.87,37.91,19.45,0,10.0
20.17,85.82,45.27,13.4,23.15,0,24.39
24.44,71.77,73.34,20.76,21.67,0,10.0
33.08,71.49,64.07,17.66,11.13,1,10.0
37.85,60.16,36.09,21.01,13.03,1,10.0
21.79,77.62,57.5,11.02,20.19,1,10.0
27.23,66.56,46.9,25.14,9.43,0,10.0
34.4,73.87,39.39,37.07,21.8,0,10.0
23.67,61.42,15.39,22.66,20.22,1,13.73
29.99,76.57,37.11,24.62,20.4,1,10.77
33.2,81.22,19.67,38.95,9.7,0,10.0
31.09,47.32,73.19,33.24,20.2,0,10.0
23.38,81.65,26.83,24.62,19.56,2,16.11
26.4,67.01,76.18,15.31,22.13,1,10.0
34.11,82.23,42.64,40.4,8.71,0,10.0
29.98,61.57,50.52,28.08,8.39,0,10.0
20.09,58.95,43.44,13.85,14.34,2,14.02
33.7,85.75,10.35,15.76,10.53,1,20.78
20.64,52.56,30.07,37.13,17.49,1,10.0
33.42,82.21,7.93,6.77,23.59,1,32.83
23.64,64.2,49.84,44.68,14.66,1,10.0
37.25,65.7,35.75,10.21,22.36,1,20.35
26.62,55.42,62.24,36.84,8.0,1,10.0
25.88,68.65,17.64,20.79,10.86,1,15.81
22.68,56.26,13.17,24.69,8.52,0,10.0
25.5,41.96,32.51,40.23,13.58,2,10.0
35.78,53.6,74.13,21.52,23.44,1,10.0
37.93,40.32,56.83,26.5,9.65,0,10.0
26.63,88.92,33.51,6.97,18.31,2,23.83
28.07,88.29,41.38,5.09,15.68,2,14.99
33.0,59.76,6.74,14.79,23.95,2,43.31
35.95,76.42,78.77,32.22,10.08,2,10.0
30.67,57.29,53.31,9.85,11.6,2,15.59
27.05,73.55,22.83,9.55,8.5,0,10.0
27.43,80.27,46.86,21.44,15.38,2,10.0
32.52,87.34,8.76,30.91,12.72,2,17.63
20.06,60.01,77.27,33.48,22.79,0,10.0
31.15,79.16,13.98,12.14,18.28,0,13.13
26.4,53.3,51.84,8.18,18.44,2,10.0
34.3,89.52,19.64,42.62,17.04,0,10.0
21.67,41.29,57.4,15.43,9.56,2,10.0
30.59,70.18,62.15,39.13,15.57,0,10.0
28.66,72.98,53.87,39.54,24.99,0,10.0
31.56,74.4,49.16,35.9,22.2,1,10.0
21.17,46.02,71.4,11.75,23.19,0,10.0
30.44,86.93,6.29,37.87,21.99,1,10.54
30.11,49.06,26.47,35.77,9.75,1,10.0
30.09,71.14,19.86,28.87,11.87,0,10.0
30.86,51.13,79.04,18.49,8.05,0,10.0
32.18,55.36,31.15,15.5,13.16,1,16.71
34.49,67.32,58.61,9.88,9.85,0,10.0
24.86,60.86,54.78,25.39,16.04,1,10.0
34.85,48.01,16.97,28.41,19.51,1,17.01
28.97,48.55,19.12,19.37,22.87,0,10.0
21.39,60.91,22.5,24.01,20.74,1,14.66
21.05,77.86,32.89,19.54,23.96,0,12.38
26.02,84.9,18.75,30.64,8.92,0,10.0
34.13,44.21,1.57,41.05,8.21,0,10.0
32.74,59.66,70.35,11.56,19.24,2,10.0
34.2,45.01,77.25,20.26,12.92,2,10.0
29.31,40.83,27.33,10.63,12.31,2,12.68
27.92,73.09,27.08,30.0,13.63,1,10.0
22.65,70.12,0.57,34.15,12.59,0,10.0
25.91,48.15,54.42,42.28,16.69,1,10.0
27.81,51.69,66.04,16.15,15.48,1,10.0
21.59,41.19,11.73,43.01,16.71,2,10.0
23.97,81.75,12.77,7.53,19.44,0,13.12
30.77,88.73,63.21,29.12,14.58,0,10.0
33.24,46.77,49.3,7.29,12.27,1,12.94
37.97,51.57,3.59,40.75,10.83,2,11.54
36.8,83.42,49.8,26.19,13.94,2,17.3
31.57,86.32,24.71,31.77,20.61,1,12.42
27.58,60.98,29.5,38.26,20.86,2,19.97
31.45,42.53,61.58,11.01,19.34,1,10.0
34.14,41.97,64.87,6.54,11.98,2,10.0
22.13,68.7,32.03,40.16,18.0,2,10.0
27.38,59.64,75.77,17.6,17.7,2,10.0
35.12,41.43,32.52,10.16,16.23,1,18.53
26.91,69.16,61.75,23.74,17.35,0,10.0
30.29,40.57,38.71,28.93,16.36,1,10.0
30.58,79.37,71.8,6.24,17.61,1,10.0
23.32,55.32,72.62,16.0,20.16,2,10.0
26.52,42.01,6.99,6.31,9.86,0,18.92
26.02,69.42,74.92,21.81,20.74,0,10.0
20.47,59.88,66.04,40.8,10.31,1,10.0
20.44,88.69,63.3,44.31,9.13,0,10.0
34.97,67.21,16.07,30.48,24.59,1,20.58
24.92,53.76,64.41,11.47,24.27,1,10.0
29.33,75.47,68.01,41.23,9.03,1,10.0
25.38,53.57,23.13,25.65,15.54,0,10.0
36.93,85.21,76.18,11.15,11.17,2,10.0
24.67,58.74,3.99,41.87,16.25,1,10.0
27.73,67.49,11.99,35.3,22.11,2,22.89
35.71,42.53,43.01,34.27,24.16,1,11.37
35.15,61.31,46.06,33.37,18.78,0,10.0
23.35,81.62,51.61,13.01,14.02,0,10.0
34.45,80.28,1.36,13.44,18.26,0,23.13
28.25,51.22,76.83,32.53,13.3,1,10.0
28.69,51.3,3.57,13.79,23.47,0,17.89
22.4,80.87,11.44,22.55,22.8,1,17.87
21.45,86.52,1.12,36.28,17.49,1,17.72
33.1,44.77,45.35,36.36,13.52,0,10.0
28.94,62.5,74.58,23.13,12.99,0,10.0
27.86,56.87,53.28,36.69,8.57,1,10.0
33.13,83.53,65.81,38.54,21.87,2,10.0
33.78,44.18,1.06,31.19,15.66,0,11.43
22.86,50.56,43.36,14.14,13.53,0,10.0
30.98,77.62,36.77,15.96,16.01,2,10.0
22.44,42.56,39.92,17.59,21.92,0,10.49
33.52,64.63,5.78,9.67,10.12,2,21.93
31.83,62.11,54.75,15.93,22.58,0,12.59
37.22,56.72,40.26,13.38,23.26,2,31.83
21.24,59.73,61.21,23.21,24.09,1,10.0
21.03,66.5,38.82,41.34,14.76,2,10.0
25.08,48.07,11.95,9.18,11.69,1,11.53
